user_id,cat_l3_code,购买次数,平均复购周期天,距今天数,复购紧迫度
1807,120102,1,,58,
1807,120105,1,,58,
1807,151399,1,,58,
1807,201499,1,,58,
1808,120313,1,,57,
1808,151805,1,,57,
1808,152101,1,,57,
1809,100401,1,,57,
1809,110201,1,,57,
1810,120302,1,,57,
1810,151813,1,,57,
1810,152101,1,,57,
1810,200501,1,,57,
1810,311701,1,,57,
1810,311702,1,,57,
1811,120101,1,,57,
1811,120102,2,6.0,51,8.5
1811,120104,2,6.0,51,8.5
1811,120105,1,,51,
1811,120107,1,,51,
1811,120313,1,,51,
1812,100101,3,10.5,15,1.429
1812,100103,1,,57,
1812,100104,1,,36,
1812,110107,3,13.0,1,0.077
1812,120101,5,10.5,1,0.095
1812,120102,6,8.4,1,0.119
1812,120104,7,9.333,1,0.107
1812,120105,2,14.0,43,3.071
1812,120106,1,,15,
1812,120201,1,,1,
1812,120301,1,,33,
1812,120307,4,14.0,1,0.071
1812,120309,1,,43,
1812,120313,1,,1,
1812,120501,1,,43,
1812,130801,2,10.0,33,3.3
1812,152101,1,,57,
1812,200711,1,,57,
1812,200806,1,,36,
1812,200902,1,,15,
1812,201105,1,,22,
1812,201111,1,,15,
1812,201306,1,,22,
1812,220499,1,,36,
1812,301603,2,21.0,1,0.048
1813,150502,1,,28,
1813,150503,2,29.0,28,0.966
1813,150504,1,,57,
1813,220308,1,,57,
1813,220512,2,29.0,28,0.966
1813,220513,1,,28,
1814,220514,1,,57,
1814,300802,1,,57,
1814,301102,1,,57,
1815,100101,1,,57,
1815,100102,1,,57,
1815,100404,1,,57,
1815,120103,1,,57,
1815,120109,1,,57,
1815,120301,1,,57,
1815,120302,1,,57,
1815,220110,1,,57,
1815,220205,1,,57,
1815,220599,1,,53,
1815,220707,1,,57,
1815,220999,1,,53,
1815,230101,1,,49,
1815,230202,1,,49,
1815,230604,1,,56,
1815,300701,1,,57,
1815,301301,1,,57,
1815,301303,1,,57,
1815,301603,1,,49,
1815,301608,1,,56,
1816,120101,1,,57,
1816,120102,1,,57,
1816,120307,1,,57,
1816,200201,1,,57,
1816,200809,1,,57,
1816,200902,1,,57,
1816,202502,1,,57,
1816,220106,1,,57,
1816,220111,1,,57,
1816,301603,1,,57,
1816,301802,1,,16,
1816,322701,1,,16,
1817,120101,1,,23,
1817,120102,1,,57,
1817,120306,1,,23,
1817,152101,2,34.0,23,0.676
1818,100101,1,,22,
1818,120102,3,21.0,15,0.714
1818,120104,2,48.0,9,0.187
1818,120109,1,,57,
1818,120302,2,48.0,9,0.187
1818,120305,1,,15,
1818,120307,1,,45,
1818,150504,1,,45,
1818,151701,2,12.0,45,3.75
1818,220110,1,,57,
1818,220208,2,6.0,9,1.5
1818,220301,2,30.0,15,0.5
1818,220302,1,,45,
1818,220304,1,,45,
1818,220399,1,,45,
1818,220402,1,,43,
1818,220403,2,14.0,43,3.071
1818,220405,1,,57,
1818,220703,2,14.0,43,3.071
1818,220801,1,,43,
1818,301608,1,,43,
1818,301804,1,,43,
1818,311007,1,,57,
1819,120102,1,,57,
1819,120104,1,,57,
1819,120313,1,,57,
1820,120103,2,12.0,45,3.75
1820,120104,2,12.0,45,3.75
1820,120105,2,12.0,45,3.75
1820,120204,2,12.0,45,3.75
1820,152101,1,,57,
1820,201299,1,,45,
1820,201302,1,,45,
1820,201404,1,,45,
1821,151299,1,,57,
1822,220502,1,,57,
1822,220513,1,,57,
1823,120104,1,,16,
1823,120301,2,25.0,16,0.64
1823,120306,1,,16,
1823,150503,1,,41,
1823,150505,1,,16,
1823,151901,1,,57,
1823,200105,1,,57,
1823,220108,1,,57,
1823,220205,1,,41,
1823,220606,1,,41,
1823,300601,1,,16,
1823,332005,1,,57,
1824,100101,1,,57,
1824,200199,1,,57,
1824,200503,1,,57,
1824,200703,1,,57,
1824,220603,1,,57,
1824,220604,1,,57,
1825,100104,1,,57,
1825,150506,1,,28,
1825,200903,1,,57,
1825,201401,1,,28,
1826,202502,1,,57,
1827,332205,1,,56,
1827,333002,1,,56,
1828,120101,1,,56,
1828,151701,1,,56,
1828,201401,1,,56,
1828,220102,1,,56,
1828,220106,1,,56,
1828,220202,1,,56,
1829,100101,1,,56,
1829,120101,1,,55,
1829,120102,1,,56,
1829,120104,1,,55,
1829,120106,1,,56,
1829,120201,1,,55,
1829,200902,1,,56,
1829,201302,1,,55,
1829,201401,1,,55,
1830,100101,1,,1,
1830,120105,1,,1,
1830,120303,1,,56,
1830,151805,1,,1,
1830,301801,1,,56,
1830,301802,1,,56,
1831,301002,1,,56,
1831,301004,1,,56,
1831,301301,1,,56,
1831,301302,1,,56,
1831,301304,1,,56,
1832,120204,1,,53,
1832,151801,1,,56,
1832,230202,1,,53,
1832,230603,1,,53,
1832,230701,1,,53,
1833,120104,1,,56,
1833,201111,1,,56,
1833,220102,1,,44,
1834,200902,1,,29,
1834,220513,1,,29,
1834,221202,1,,33,
1834,231006,1,,56,
1834,231007,1,,56,
1835,151802,1,,56,
1835,151902,1,,56,
1835,220103,1,,56,
1836,120101,2,18.0,29,1.611
1836,120102,1,,47,
1836,120103,1,,47,
1836,120104,1,,47,
1836,120106,1,,47,
1836,120107,1,,29,
1836,120204,1,,29,
1836,120309,1,,56,
1836,120313,1,,47,
1836,150503,1,,47,
1836,151704,1,,47,
1836,200609,1,,47,
1836,200804,1,,29,
1836,200902,2,27.0,29,1.074
1836,201107,1,,56,
1836,220199,1,,47,
1836,230704,1,,47,
1836,231302,1,,47,
1837,220904,1,,55,
1837,230701,1,,55,
1838,120104,1,,55,
1838,152101,1,,55,
1838,220106,1,,55,
1838,220201,1,,55,
1838,220513,1,,55,
1838,230304,1,,55,
1838,230604,1,,55,
1839,100101,3,23.0,8,0.348
1839,100104,1,,54,
1839,110201,1,,51,
1839,120101,2,45.0,8,0.178
1839,120102,1,,19,
1839,120103,1,,19,
1839,120104,4,15.333,8,0.522
1839,120105,3,17.5,19,1.086
1839,120307,1,,53,
1839,120313,1,,53,
1839,130101,1,,55,
1839,130801,1,,55,
1839,150199,1,,36,
1839,150501,1,,36,
1839,151701,1,,15,
1839,151703,1,,53,
1839,151902,1,,7,
1839,152101,2,47.0,8,0.17
1839,200301,1,,15,
1839,200303,1,,15,
1839,200608,2,43.0,8,0.186
1839,200803,1,,55,
1839,200902,2,48.0,7,0.146
1839,200903,1,,55,
1839,201002,1,,55,
1839,201103,1,,55,
1839,201104,1,,55,
1839,201107,1,,55,
1839,201111,1,,53,
1839,201201,1,,55,
1839,201404,1,,15,
1839,201499,1,,55,
1839,220101,1,,7,
1839,220204,1,,15,
1839,220299,1,,15,
1839,220302,1,,15,
1839,220399,1,,15,
1839,220699,1,,15,
1839,230302,1,,15,
1839,230399,1,,15,
1839,230704,1,,15,
1839,300202,1,,55,
1839,300204,1,,55,
1839,300206,1,,55,
1839,301301,1,,22,
1839,301303,1,,22,
1839,301603,1,,38,
1839,311702,1,,55,
1839,312205,1,,38,
1839,332104,1,,55,
1839,332205,1,,55,
1840,120102,1,,55,
1840,120103,1,,45,
1840,120104,1,,46,
1840,120105,1,,46,
1840,120302,1,,55,
1840,120303,2,10.0,45,4.5
1840,120313,2,1.0,45,45.0
1840,150504,1,,46,
1840,151809,1,,45,
1840,201109,1,,55,
1840,220208,1,,55,
1840,312205,1,,46,
1841,220306,1,,55,
1842,331905,1,,55,
1843,120101,1,,55,
1843,150103,1,,55,
1843,150801,1,,55,
1843,152101,1,,55,
1843,200501,1,,55,
1843,201301,1,,55,
1843,220205,1,,55,
1844,120102,1,,55,
1844,120307,1,,55,
1844,150505,1,,55,
1844,230304,1,,55,
1844,230399,1,,55,
1844,230604,1,,55,
1845,150506,1,,55,
1845,301603,1,,55,
1846,100101,1,,31,
1846,120101,2,24.0,31,1.292
1846,120102,2,24.0,31,1.292
1846,120103,1,,31,
1846,120104,2,24.0,31,1.292
1846,120204,1,,55,
1846,120302,2,24.0,31,1.292
1846,120306,1,,31,
1846,120313,1,,55,
1846,130101,1,,31,
1846,150501,1,,31,
1846,200601,1,,31,
1846,200607,1,,31,
1846,301603,1,,55,
1846,301607,1,,55,
1847,301303,1,,55,
1848,150504,1,,55,
1848,151805,1,,55,
1849,110304,1,,2,
1849,120303,1,,55,
1849,120306,1,,55,
1849,120307,1,,23,
1849,200601,1,,2,
1849,200607,1,,55,
1849,220499,1,,23,
1849,300701,1,,28,
1850,202505,1,,55,
1850,230502,1,,55,
1850,321702,1,,55,
1851,120104,1,,26,
1851,120302,1,,42,
1851,120306,1,,42,
1851,150501,1,,26,
1851,220107,1,,26,
1851,220201,1,,42,
1851,220302,1,,42,
1851,220399,2,16.0,26,1.625
1851,220402,1,,55,
1851,220513,2,16.0,26,1.625
1851,230304,1,,42,
1851,230704,1,,55,
1852,120307,1,,55,
1853,230399,1,,54,
1853,231103,1,,54,
1854,120307,1,,54,
1854,151813,1,,54,
1854,220702,1,,54,
1854,220709,1,,54,
1854,300601,1,,54,
1854,342310,1,,54,
1855,150501,1,,54,
1855,220204,1,,54,
1855,231006,1,,54,
1855,231102,1,,54,
1856,120101,1,,54,
1856,120102,2,32.0,17,0.531
1856,120104,1,,54,
1856,120201,1,,49,
1856,151701,1,,7,
1856,151902,1,,17,
1856,152101,1,,17,
1856,201107,2,37.0,17,0.459
1856,201111,1,,54,
1856,220112,1,,7,
1856,301603,1,,7,
1857,220801,1,,54,
1858,120102,1,,35,
1858,120104,2,19.0,35,1.842
1858,120305,2,18.0,17,0.944
1858,120313,1,,17,
1858,130801,1,,44,
1858,150502,1,,17,
1858,150504,1,,15,
1858,151802,1,,17,
1858,151805,1,,17,
1858,200803,1,,17,
1858,201107,1,,35,
1858,201111,1,,35,
1858,201401,2,18.0,17,0.944
1858,201499,1,,54,
1858,220102,1,,17,
1858,220402,1,,17,
1858,220499,1,,35,
1858,220513,2,2.0,15,7.5
1859,120102,1,,54,
1859,120106,1,,54,
1859,120307,1,,54,
1860,301004,1,,54,
1861,220202,1,,53,
1861,220208,1,,53,
1862,150504,1,,53,
1863,200803,1,,53,
1863,200805,1,,53,
1863,200902,1,,53,
1863,201001,1,,53,
1863,231601,1,,53,
1863,300301,1,,53,
1863,300601,1,,53,
1863,311405,1,,53,
1864,120302,1,,53,
1864,120309,1,,53,
1864,151803,1,,53,
1865,120102,1,,53,
1865,120103,1,,53,
1865,130102,1,,18,
1865,130801,1,,53,
1865,152101,1,,18,
1866,100101,1,,53,
1866,100104,1,,43,
1866,120101,1,,53,
1866,120102,1,,53,
1866,120104,1,,53,
1866,120105,1,,53,
1866,120106,1,,53,
1866,120201,1,,53,
1866,120501,1,,43,
1866,152101,2,10.0,43,4.3
1866,220110,1,,43,
1866,220208,2,10.0,43,4.3
1866,220512,1,,43,
1866,220599,1,,53,
1867,120302,1,,50,
1867,151701,1,,52,
1867,200506,1,,52,
1867,200708,1,,50,
1867,202502,1,,53,
1868,120302,1,,53,
1868,120309,1,,53,
1868,332803,1,,53,
1869,120101,1,,47,
1869,120102,1,,47,
1869,151802,1,,31,
1869,220106,1,,53,
1869,220199,1,,31,
1869,220202,1,,31,
1869,220208,2,16.0,31,1.937
1869,220299,1,,0,
1869,221099,1,,0,
1869,300606,1,,53,
1869,301004,1,,53,
1869,301108,1,,53,
1869,301302,1,,0,
1869,301802,1,,0,
1869,301804,1,,0,
1870,120104,1,,38,
1870,120109,1,,38,
1870,120309,1,,38,
1870,152101,1,,38,
1870,201005,1,,38,
1870,221101,1,,53,
1870,301802,1,,53,
1870,301804,1,,53,
1870,301805,1,,53,
1871,120106,1,,53,
1871,120313,1,,53,
1871,220208,1,,53,
1871,220501,1,,53,
1872,120309,1,,53,
1872,201401,1,,53,
1872,220208,1,,53,
1872,220599,1,,53,
1872,300801,1,,53,
1873,130801,1,,53,
1873,150505,1,,53,
1873,151804,1,,53,
1873,230304,1,,53,
1874,120104,1,,53,
1874,120313,1,,16,
1874,130101,1,,16,
1874,152101,1,,16,
1874,200607,2,37.0,16,0.432
1874,201302,1,,53,
1874,201306,1,,53,
1874,201399,1,,53,
1874,220599,1,,53,
1875,100101,1,,53,
1875,120101,1,,53,
1875,120102,1,,53,
1875,120104,1,,53,
1875,120105,1,,53,
1876,120102,1,,53,
1876,120313,1,,53,
1876,200907,1,,53,
1877,120102,1,,52,
1877,120204,1,,52,
1877,201401,1,,52,
1877,201402,1,,52,
1877,231001,1,,52,
1878,100101,1,,52,
1878,100104,1,,52,
1878,120101,1,,52,
1878,120102,1,,52,
1878,120104,1,,52,
1878,120106,1,,52,
1878,120302,1,,52,
1878,120313,2,19.0,33,1.737
1878,152101,1,,52,
1878,201111,1,,52,
1878,220901,1,,33,
1878,220902,1,,33,
1879,120102,1,,52,
1879,120306,1,,52,
1879,230703,1,,52,
1880,120105,1,,52,
1880,120303,1,,52,
1880,120313,1,,52,
1880,130101,1,,52,
1880,220110,1,,52,
1880,220208,1,,52,
1880,221202,1,,52,
1880,230304,1,,52,
1880,231102,1,,52,
1881,100101,1,,52,
1881,120102,2,35.0,17,0.486
1881,120201,1,,52,
1881,120204,1,,52,
1881,120303,1,,17,
1881,151806,1,,17,
1881,152101,1,,52,
1881,200301,1,,15,
1881,200807,2,35.0,17,0.486
1881,201499,1,,15,
1881,220113,1,,17,
1881,220405,1,,15,
1881,220513,1,,15,
1882,120101,3,3.5,45,12.857
1882,120102,2,5.0,45,9.0
1882,120103,1,,45,
1882,120104,2,5.0,45,9.0
1882,120307,1,,45,
1882,120313,1,,52,
1882,152101,1,,45,
1882,200708,1,,45,
1882,210107,1,,52,
1882,220106,1,,52,
1882,220199,1,,50,
1882,220202,1,,52,
1882,301004,1,,45,
1883,100102,1,,52,
1883,120104,1,,52,
1883,120204,1,,52,
1883,150801,1,,52,
1883,201111,1,,52,
1883,201405,1,,52,
1884,100101,1,,52,
1884,120102,1,,52,
1884,120306,1,,52,
1884,150506,1,,44,
1884,151605,1,,7,
1884,220201,1,,7,
1884,220205,1,,44,
1884,220401,1,,7,
1884,220601,1,,7,
1884,220604,1,,7,
1884,220606,1,,7,
1884,220708,1,,7,
1884,220802,1,,44,
1884,221003,1,,7,
1884,230502,1,,7,
1884,230704,1,,7,
1884,300701,1,,44,
1884,301301,2,37.0,7,0.189
1884,301609,1,,7,
1884,301801,1,,7,
1884,301802,1,,7,
1884,322701,1,,44,
1885,120201,1,,52,
1885,120501,1,,52,
1886,130101,1,,52,
1886,152101,1,,52,
1887,120201,1,,52,
1887,151804,1,,52,
1887,151810,1,,52,
1888,151813,1,,52,
1889,100101,1,,36,
1889,100102,1,,36,
1889,100103,1,,15,
1889,100402,1,,8,
1889,120101,1,,36,
1889,120102,2,23.0,13,0.565
1889,120104,4,8.667,10,1.154
1889,120105,1,,15,
1889,120307,2,27.0,8,0.296
1889,120313,1,,48,
1889,151804,1,,8,
1889,151902,1,,52,
1889,200801,1,,35,
1889,200803,1,,8,
1889,201109,2,1.0,35,35.0
1889,201401,1,,8,
1889,210603,1,,15,
1889,220208,1,,35,
1889,220499,2,1.0,35,35.0
1889,220501,1,,48,
1889,220599,2,40.0,8,0.2
1890,152101,2,8.0,38,4.75
1890,220208,2,8.0,38,4.75
1890,220302,1,,52,
1891,150502,1,,51,
1891,300606,1,,51,
1891,311604,1,,51,
1891,321709,1,,51,
1892,120302,1,,51,
1892,120307,1,,51,
1892,120309,1,,51,
1892,151803,1,,51,
1893,150101,1,,51,
1893,150801,1,,51,
1893,220208,1,,51,
1893,220513,1,,51,
1894,100101,1,,51,
1894,120101,1,,51,
1894,120102,1,,51,
1894,120103,1,,51,
1894,120104,1,,51,
1894,120302,1,,51,
1894,200606,1,,51,
1894,201302,1,,51,
1894,201401,1,,51,
1894,220401,1,,51,
1895,300606,1,,51,
1895,300801,1,,51,
1896,100101,1,,51,
1896,100103,1,,28,
1896,120102,5,8.5,17,2.0
1896,120104,4,7.0,17,2.429
1896,120201,2,16.0,35,2.187
1896,120302,1,,38,
1896,120305,1,,38,
1896,120306,1,,38,
1896,120309,1,,51,
1896,130801,1,,51,
1896,152101,1,,28,
1896,201405,1,,51,
1896,220104,1,,51,
1896,220106,1,,51,
1896,220199,1,,51,
1897,220102,1,,51,
1897,220403,1,,51,
1897,300604,1,,51,
1897,301603,1,,51,
1897,301802,1,,51,
1898,120307,2,19.0,23,1.211
1898,220101,1,,13,
1898,220205,2,50.0,1,0.02
1898,220208,2,26.0,23,0.885
1898,220402,1,,51,
1898,220503,1,,13,
1898,220515,1,,23,
1898,230901,1,,22,
1898,342302,1,,1,
1899,110302,1,,29,
1899,130603,1,,29,
1899,150302,1,,9,
1899,150502,1,,9,
1899,200203,1,,51,
1899,200599,1,,51,
1899,200902,1,,29,
1899,200905,1,,51,
1899,201101,1,,9,
1899,201103,1,,51,
1899,201107,1,,9,
1899,201109,1,,9,
1899,201111,1,,9,
1899,210402,1,,9,
1899,220499,1,,29,
1899,231103,1,,29,
1900,100404,1,,50,
1900,120306,1,,29,
1900,130603,1,,29,
1900,130801,1,,46,
1900,150502,1,,25,
1900,151701,3,10.0,31,3.1
1900,151805,1,,25,
1900,152101,1,,51,
1900,200199,1,,50,
1900,200505,1,,31,
1900,201302,1,,46,
1900,220202,1,,46,
1900,220205,4,15.667,4,0.255
1900,220208,1,,31,
1900,220405,1,,46,
1900,220512,1,,31,
1900,220513,2,21.0,25,1.19
1900,220515,1,,29,
1900,220599,1,,4,
1900,220699,1,,31,
1900,220802,3,17.5,15,0.857
1900,301304,1,,46,
1900,301603,1,,4,
1900,301606,1,,50,
1900,301608,1,,46,
1900,301804,1,,29,
1900,301805,1,,50,
1901,120101,1,,51,
1901,130801,1,,51,
1902,200805,1,,51,
1902,201399,1,,51,
1903,150501,1,,50,
1903,221101,1,,50,
1903,230304,1,,50,
1903,230402,1,,50,
1903,230604,1,,50,
1903,230701,1,,50,
1903,301603,1,,50,
1903,311602,1,,50,
1904,120102,3,7.5,35,4.667
1904,120104,1,,40,
1904,120105,1,,35,
1904,120106,2,10.0,40,4.0
1904,120305,1,,50,
1904,120306,1,,50,
1904,120313,2,5.0,35,7.0
1904,200601,1,,50,
1904,200603,1,,50,
1904,231102,1,,35,
1904,301603,1,,35,
1905,231701,1,,50,
1906,120101,1,,50,
1906,120501,1,,50,
1906,152101,1,,50,
1906,230502,1,,33,
1907,220405,1,,50,
1907,220703,1,,50,
1907,230399,1,,50,
1907,230703,1,,50,
1908,120101,1,,50,
1908,120102,1,,50,
1908,120104,1,,50,
1909,100404,1,,50,
1909,110106,1,,50,
1909,110204,1,,50,
1909,120104,1,,38,
1909,120201,1,,50,
1909,120302,1,,38,
1909,120313,1,,38,
1909,130101,1,,38,
1909,130803,1,,38,
1909,150199,1,,50,
1909,150904,1,,50,
1909,151704,1,,50,
1909,151809,1,,50,
1909,152101,1,,38,
1909,200607,1,,50,
1909,200805,1,,50,
1909,200807,1,,50,
1909,200809,1,,50,
1909,201111,1,,50,
1909,201302,1,,50,
1909,201401,1,,38,
1909,201403,1,,38,
1909,201404,1,,38,
1909,202503,1,,50,
1909,220403,1,,48,
1909,311016,1,,50,
1909,311403,1,,50,
1909,311405,1,,50,
1910,220111,1,,50,
1910,220201,1,,50,
1910,220401,1,,50,
1910,220405,1,,50,
1910,301603,1,,50,
1910,301608,1,,50,
1911,120301,1,,50,
1911,120302,1,,50,
1911,301804,1,,50,
1912,120313,1,,37,
1912,151701,1,,37,
1912,151803,1,,40,
1912,200805,1,,50,
1912,201404,1,,50,
1913,120313,1,,50,
1913,301603,1,,50,
1914,100104,1,,50,
1914,120107,1,,50,
1915,120101,2,5.0,45,9.0
1915,120102,2,5.0,45,9.0
1915,120104,1,,50,
1915,120204,1,,45,
1915,120301,1,,45,
1915,120302,1,,45,
1915,120307,1,,50,
1915,120313,1,,45,
1915,200204,1,,45,
1915,200501,1,,45,
1915,200807,1,,45,
1915,220201,1,,45,
1915,220302,1,,45,
1915,220399,1,,45,
1915,220515,1,,45,
1915,230501,1,,44,
1916,151802,1,,50,
1916,220111,1,,50,
1916,220208,1,,50,
1916,220302,1,,50,
1916,220403,1,,50,
1916,220708,1,,50,
1917,120301,1,,50,
1917,120307,1,,50,
1917,151813,1,,43,
1918,120313,1,,50,
1918,152101,1,,50,
1918,220204,1,,50,
1918,220299,1,,50,
1919,100101,1,,50,
1919,120106,1,,50,
1919,130801,1,,50,
1919,200505,1,,50,
1920,120104,1,,50,
1921,150102,1,,50,
1921,151804,1,,50,
1921,200105,1,,50,
1921,201499,1,,50,
1921,220102,1,,50,
1922,120204,1,,36,
1922,120303,1,,36,
1922,151902,1,,36,
1922,300602,1,,50,
1922,300801,1,,50,
1922,301801,1,,36,
1922,301802,1,,50,
1922,341506,1,,50,
1923,120102,1,,50,
1923,120105,1,,50,
1923,120201,1,,50,
1923,200199,1,,50,
1923,201401,1,,50,
1923,301603,1,,50,
1923,340703,1,,50,
1924,220205,1,,50,
1924,220301,1,,50,
1925,120302,1,,50,
1925,120305,1,,50,
1925,120313,1,,50,
1925,151801,1,,50,
1925,151813,1,,50,
1926,100101,1,,44,
1926,100404,1,,50,
1926,120102,2,6.0,44,7.333
1926,120105,1,,44,
1926,120306,1,,44,
1926,130101,1,,50,
1926,150504,1,,44,
1927,100101,9,5.25,8,1.524
1927,100102,1,,15,
1927,110201,3,10.5,8,0.762
1927,110302,1,,29,
1927,120101,4,6.333,10,1.579
1927,120102,1,,15,
1927,120104,4,4.667,15,3.214
1927,120105,4,5.667,8,1.412
1927,120204,1,,29,
1927,120501,1,,29,
1927,152101,3,21.0,8,0.381
1927,200806,1,,50,
1927,201001,1,,25,
1927,220205,1,,22,
1928,120104,1,,50,
1928,151799,1,,50,
1928,210603,1,,50,
1928,220608,1,,50,
1929,120305,1,,50,
1929,120313,1,,50,
1929,150505,1,,50,
1930,120101,1,,49,
1930,120106,1,,49,
1930,130101,1,,49,
1930,130801,1,,49,
1930,150801,1,,49,
1930,151704,1,,49,
1930,220102,1,,49,
1931,110107,1,,8,
1931,120201,1,,23,
1931,130801,1,,8,
1931,150501,1,,49,
1931,150504,1,,8,
1931,151803,2,26.0,23,0.885
1932,301603,1,,49,
1933,220104,1,,49,
1933,220302,1,,49,
1933,220602,1,,49,
1933,230701,1,,49,
1934,120302,1,,49,
1934,120307,1,,49,
1934,151801,1,,49,
1935,120101,1,,39,
1935,120104,1,,39,
1935,120201,1,,39,
1935,152101,1,,39,
1935,200903,1,,49,
1935,201102,2,33.0,16,0.485
1935,201111,1,,49,
1936,120301,1,,44,
1936,120302,1,,44,
1936,120303,1,,44,
1936,200607,1,,49,
1936,201403,1,,44,
1936,201404,1,,49,
1936,220510,1,,44,
1936,220512,1,,44,
1936,300802,1,,49,
1937,220104,1,,49,
1937,220302,1,,49,
1937,220602,1,,49,
1937,230701,1,,49,
1938,120102,2,21.0,28,1.333
1938,120104,1,,28,
1938,150501,1,,28,
1938,152101,1,,28,
1938,200902,1,,28,
1938,201101,1,,28,
1938,210502,1,,28,
1938,220102,1,,49,
1938,220299,1,,28,
1938,220513,1,,49,
1938,221202,1,,28,
1938,301101,1,,48,
1938,301303,1,,48,
1939,120102,1,,49,
1939,120104,1,,49,
1939,150504,1,,49,
1939,151701,1,,49,
1939,202502,1,,49,
1939,220103,1,,49,
1939,220208,1,,49,
1939,301801,1,,49,
1940,152101,1,,49,
1940,201103,1,,49,
1941,120104,1,,49,
1941,220202,1,,49,
1941,220701,1,,49,
1941,220702,1,,49,
1942,120102,1,,49,
1942,120104,1,,17,
1942,120306,1,,25,
1942,200501,1,,25,
1942,200603,1,,43,
1942,200607,2,32.0,17,0.531
1942,200809,1,,43,
1942,200903,1,,17,
1943,150501,1,,49,
1943,150504,1,,49,
1943,300203,1,,49,
1943,300601,1,,49,
1944,200708,1,,49,
1945,151801,1,,49,
1946,231001,1,,49,
1947,220512,1,,48,
1947,220515,1,,48,
1947,220704,1,,48,
1948,100101,1,,47,
1948,120101,1,,47,
1948,120102,1,,47,
1948,120104,1,,48,
1948,120201,1,,47,
1948,130801,1,,47,
1948,220513,1,,44,
1949,100103,1,,31,
1949,100202,1,,31,
1949,120102,1,,31,
1949,120104,1,,31,
1949,120307,1,,48,
1949,120313,1,,48,
1949,151813,1,,48,
1949,152101,1,,31,
1949,220512,1,,31,
1950,120102,2,14.0,6,0.429
1950,120313,1,,39,
1950,130801,2,35.0,4,0.114
1950,150101,2,44.0,4,0.091
1950,150504,5,7.0,4,0.571
1950,150505,1,,32,
1950,151099,1,,39,
1950,151802,1,,48,
1950,151901,1,,48,
1950,151902,1,,48,
1950,200101,1,,39,
1950,200103,1,,39,
1950,200301,1,,39,
1950,200807,1,,32,
1950,200902,1,,32,
1950,201101,1,,6,
1950,201401,2,26.0,6,0.231
1950,220102,2,6.0,20,3.333
1950,220104,1,,9,
1950,220106,1,,9,
1950,220201,1,,48,
1950,220202,1,,20,
1950,220205,1,,4,
1950,220405,1,,4,
1950,220513,2,35.0,13,0.371
1950,220515,1,,48,
1950,220599,1,,20,
1950,220601,4,7.333,4,0.545
1950,220603,1,,26,
1950,220605,2,4.0,9,2.25
1950,220904,1,,20,
1950,220999,1,,9,
1950,221003,1,,4,
1950,221099,1,,9,
1950,230703,2,9.0,39,4.333
1950,231404,1,,13,
1950,301603,1,,39,
1951,220111,1,,48,
1951,220599,1,,48,
1951,220799,1,,48,
1951,301607,1,,48,
1951,341701,1,,48,
1952,120102,1,,48,
1952,151905,1,,48,
1952,230201,1,,48,
1952,230302,1,,48,
1952,301608,1,,48,
1953,120102,1,,16,
1953,120105,1,,16,
1953,120106,1,,16,
1953,120313,5,8.0,16,2.0
1953,151503,1,,16,
1953,151802,1,,16,
1953,200199,1,,48,
1953,200711,1,,16,
1953,220205,1,,48,
1954,120104,1,,48,
1954,130801,1,,48,
1954,220111,1,,48,
1954,301608,1,,48,
1954,301801,1,,48,
1955,100101,1,,39,
1955,120101,1,,39,
1955,120102,3,13.0,16,1.231
1955,120104,4,13.667,1,0.073
1955,120105,1,,39,
1955,120106,2,15.0,1,0.067
1955,120109,1,,1,
1955,120306,1,,16,
1955,120307,1,,33,
1955,120309,1,,16,
1955,120313,3,16.0,1,0.062
1955,120501,1,,42,
1955,152101,1,,42,
1955,200902,1,,39,
1955,200903,1,,39,
1955,201107,1,,39,
1955,201201,1,,39,
1955,220302,1,,48,
1955,220402,1,,48,
1955,220403,1,,48,
1955,220508,1,,48,
1955,220512,1,,48,
1955,220514,1,,48,
1955,300206,1,,39,
1955,300704,1,,39,
1955,301608,1,,16,
1955,311902,1,,39,
1956,100101,1,,48,
1956,100102,1,,48,
1956,120102,1,,48,
1956,200705,1,,48,
1956,200706,1,,48,
1956,231102,1,,34,
1957,100402,1,,48,
1957,120101,1,,48,
1957,120102,1,,48,
1957,120104,1,,48,
1957,120303,1,,48,
1957,120313,1,,48,
1957,220701,1,,48,
1958,120104,1,,48,
1958,120302,1,,16,
1958,120305,1,,16,
1958,120313,1,,48,
1958,150101,1,,48,
1958,150504,1,,18,
1958,151801,1,,18,
1958,151802,1,,41,
1958,151805,1,,41,
1958,151806,1,,18,
1958,152101,1,,18,
1958,200202,1,,48,
1958,201104,1,,48,
1958,201105,1,,48,
1958,201107,1,,48,
1958,201306,1,,18,
1958,220106,1,,16,
1958,220113,1,,18,
1958,220512,1,,18,
1958,220513,1,,48,
1958,220514,1,,48,
1958,220801,1,,16,
1958,300704,1,,41,
1958,301301,1,,41,
1958,311804,1,,16,
1958,340301,1,,41,
1959,120104,1,,48,
1959,120105,1,,48,
1959,120305,1,,48,
1959,151809,1,,48,
1960,220108,1,,48,
1961,220305,1,,48,
1961,220512,1,,48,
1961,220710,1,,48,
1962,120104,1,,36,
1962,120201,1,,36,
1962,151805,1,,1,
1962,152101,1,,36,
1962,200602,1,,48,
