user_id,P_促销敏感型,P_流失预警型,P_高价值稳定型,P_促销敏感型2,P_高价值稳定型2,P_生鲜高频型,P_类目集中型,硬标签,语义群体
0924,0.0013,0.0,0.0041,0.0226,0.7648,0.0,0.2072,4,高价值稳定型2
0925,0.0025,0.0,0.9903,1e-04,0.0071,0.0,0.0,2,高价值稳定型
0926,0.0012,0.02,0.0,0.2732,0.0007,0.705,0.0,5,生鲜高频型
0927,0.3658,0.0124,0.0,0.289,0.2055,0.0,0.1273,0,促销敏感型
0928,0.0003,0.9997,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0929,0.2261,0.6588,0.0005,0.1135,0.0011,0.0,0.0,1,流失预警型
0930,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0931,0.0078,0.0003,0.0,0.3579,0.6339,0.0,0.0,4,高价值稳定型2
0932,0.0041,0.0032,0.0,0.3342,0.0528,0.6058,0.0,5,生鲜高频型
0933,0.0605,0.0086,0.9285,0.0022,1e-04,0.0,0.0002,2,高价值稳定型
0934,0.0163,0.0128,0.9706,0.0003,0.0,0.0,0.0,2,高价值稳定型
0935,1e-04,0.0,0.0,0.0249,0.0908,0.0,0.8842,6,类目集中型
0936,1e-04,0.0,0.799,0.0002,0.2006,0.0,1e-04,2,高价值稳定型
0937,0.0033,0.0002,0.0,0.0856,0.0,0.7666,0.1443,5,生鲜高频型
0938,0.006,0.0004,0.0,0.1999,0.0005,0.0002,0.793,6,类目集中型
0939,0.0282,0.0372,0.0,0.0158,0.0,0.9183,0.0005,5,生鲜高频型
0940,0.0064,0.0066,0.0,0.1558,0.8308,0.0004,0.0,4,高价值稳定型2
0941,0.4371,0.1231,0.0016,0.0142,0.0,0.4239,0.0,0,促销敏感型
0942,0.013,0.0073,0.0007,0.2884,0.684,0.0067,0.0,4,高价值稳定型2
0943,0.0021,0.0017,0.0,0.5489,0.0,0.0066,0.4406,3,促销敏感型2
0944,0.5511,0.2269,0.0013,0.1642,0.0559,0.0,0.0006,0,促销敏感型
0945,0.0136,0.0003,0.0,0.9861,0.0,0.0,0.0,3,促销敏感型2
0946,0.0,0.0007,0.0,0.0119,0.0,0.9874,0.0,5,生鲜高频型
0947,0.0024,0.0027,0.0519,0.008,0.9347,0.0002,1e-04,4,高价值稳定型2
0948,0.1012,0.025,0.0,0.0035,0.0,0.8702,0.0,5,生鲜高频型
0949,0.1941,1e-04,0.0,0.7457,0.0,0.0,0.0601,3,促销敏感型2
0950,0.0034,0.0003,0.8111,0.0014,0.1826,0.0,0.0012,2,高价值稳定型
0951,0.2679,0.0175,0.0,0.6257,0.078,0.0109,0.0,3,促销敏感型2
0952,0.2362,0.0049,0.0,0.5384,0.2134,0.0,0.0071,3,促销敏感型2
0953,0.6641,0.329,0.0034,0.0034,0.0,0.0,1e-04,0,促销敏感型
0954,0.1385,0.0081,0.8428,0.0078,0.002,0.0,0.0008,2,高价值稳定型
0955,0.0085,0.6524,0.0,0.339,0.0,1e-04,0.0,1,流失预警型
0956,1e-04,1e-04,0.5274,0.0016,0.4521,0.0,0.0187,2,高价值稳定型
0957,0.9505,0.0161,0.0,0.0102,0.0,0.0223,0.0008,0,促销敏感型
0958,0.0005,0.0301,0.0,0.5228,0.0005,0.4461,0.0,3,促销敏感型2
0959,0.824,0.1753,0.0003,0.0004,0.0,0.0,0.0,0,促销敏感型
0960,0.0027,0.0002,0.0,0.9966,0.0004,0.0,1e-04,3,促销敏感型2
0961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0962,0.0635,0.0018,0.9346,1e-04,0.0,0.0,0.0,2,高价值稳定型
0963,0.0002,0.0,0.8709,0.0002,0.1286,0.0,0.0,2,高价值稳定型
0964,0.5232,0.3616,0.0046,0.0971,0.0132,0.0,0.0002,0,促销敏感型
0965,0.096,0.7866,0.117,0.0004,0.0,0.0,0.0,1,流失预警型
0966,0.0193,0.0024,0.0008,0.1829,0.7903,0.0043,0.0,4,高价值稳定型2
0967,0.0022,0.0,0.0,0.0435,0.0002,0.0,0.9541,6,类目集中型
0968,0.0046,1e-04,0.9916,1e-04,0.0037,0.0,0.0,2,高价值稳定型
0969,0.2585,0.0003,0.7412,0.0,0.0,0.0,0.0,2,高价值稳定型
0970,0.5477,0.0317,0.0015,0.1745,0.2446,0.0,0.0,0,促销敏感型
0971,0.0004,0.0006,0.2277,0.0067,0.6745,0.0,0.0901,4,高价值稳定型2
0972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0973,0.0014,0.0016,0.1684,0.0038,0.8194,0.0,0.0054,4,高价值稳定型2
0974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0975,0.0619,0.0475,0.2766,0.0325,0.5727,0.0,0.0088,4,高价值稳定型2
0976,0.0022,0.0015,0.7186,0.0009,0.2748,0.0,0.0021,2,高价值稳定型
0977,0.0819,0.0094,0.8052,0.0172,0.0716,0.0,0.0148,2,高价值稳定型
0978,0.0011,0.0012,0.5327,0.0014,0.4555,0.0,0.008,2,高价值稳定型
0979,0.0024,0.0035,0.0003,0.0427,0.0054,0.9183,0.0274,5,生鲜高频型
0980,0.0029,0.0017,0.0217,0.0136,0.9601,1e-04,0.0,4,高价值稳定型2
0981,0.0023,0.0025,0.0,0.0082,0.0,0.987,0.0,5,生鲜高频型
0982,0.0079,0.0017,1e-04,0.095,0.0006,0.7631,0.1317,5,生鲜高频型
0983,0.0018,0.0012,0.0097,0.015,0.9722,0.0,1e-04,4,高价值稳定型2
0984,0.0171,0.0135,0.0,0.1256,0.0003,0.8435,0.0,5,生鲜高频型
0985,0.0021,0.0269,0.0,0.968,0.003,0.0,0.0,3,促销敏感型2
0986,0.9443,0.005,0.0507,0.0,0.0,0.0,0.0,0,促销敏感型
0987,0.0284,0.0054,0.0209,0.1068,0.7986,0.0399,0.0,4,高价值稳定型2
0988,0.0088,0.0028,0.9662,0.0008,0.0206,0.0,0.0008,2,高价值稳定型
0989,0.3948,0.1707,0.0042,0.2149,0.0021,0.1478,0.0656,0,促销敏感型
0990,0.0003,0.0198,0.9799,0.0,0.0,0.0,0.0,2,高价值稳定型
0991,0.1856,0.8055,0.002,0.0023,0.0,0.0031,0.0015,1,流失预警型
0992,1e-04,0.0,0.0,1e-04,0.0,0.0,0.9999,6,类目集中型
0993,0.2146,0.0031,0.0,0.7572,0.0251,0.0,0.0,3,促销敏感型2
0994,0.0011,0.0002,0.0,0.9363,0.0605,0.0,0.0019,3,促销敏感型2
0995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0996,0.0062,0.0089,0.1905,0.0175,0.6893,0.0875,1e-04,4,高价值稳定型2
0997,0.0089,0.0007,0.0,0.1893,0.8011,0.0,0.0,4,高价值稳定型2
0998,0.4818,0.1766,0.3063,0.0251,0.01,0.0,1e-04,0,促销敏感型
0999,0.0008,0.0006,0.7362,0.0006,0.2606,0.0,0.0012,2,高价值稳定型
1000,0.0,0.0,0.0,0.0056,1e-04,0.0,0.9942,6,类目集中型
1001,0.0339,0.0126,0.0123,0.0281,0.9126,0.0,0.0005,4,高价值稳定型2
1002,0.0005,0.0008,0.0044,0.019,0.9752,1e-04,0.0,4,高价值稳定型2
1003,0.2217,0.0116,0.765,0.0013,0.0004,0.0,0.0,2,高价值稳定型
1004,0.1445,0.0152,0.0,0.1902,0.5785,0.0,0.0714,4,高价值稳定型2
1005,0.0006,1e-04,0.0,0.5557,0.4429,0.0008,0.0,3,促销敏感型2
1006,0.0,1e-04,0.0,0.9999,0.0,0.0,0.0,3,促销敏感型2
1007,0.0046,0.0034,0.992,0.0,0.0,0.0,0.0,2,高价值稳定型
1008,0.0042,0.0028,0.8182,0.0012,0.1703,0.0,0.0033,2,高价值稳定型
1009,0.5289,0.2418,0.0,0.2291,0.0,0.0,1e-04,0,促销敏感型
1010,0.0007,1e-04,1e-04,0.0387,0.3527,0.0,0.6078,6,类目集中型
1011,0.0044,0.0002,0.9546,0.0025,0.0377,0.0,0.0007,2,高价值稳定型
1012,0.1268,0.0251,0.0,0.0261,0.0004,0.8028,0.0187,5,生鲜高频型
1013,0.0063,0.0069,0.1219,0.0096,0.8546,0.0,0.0007,4,高价值稳定型2
1014,0.0,0.0,0.0,0.0136,0.0,0.0,0.9864,6,类目集中型
1015,0.0,0.0,0.0,0.0282,0.9063,0.0,0.0655,4,高价值稳定型2
1016,0.5428,0.4232,0.0301,0.0038,0.0,0.0,0.0,0,促销敏感型
1017,0.0515,0.0109,0.0,0.0003,0.0,0.9369,0.0003,5,生鲜高频型
1018,1e-04,1e-04,0.1939,0.0029,0.7558,0.0,0.0472,4,高价值稳定型2
1019,0.019,0.0047,0.0953,0.0132,0.8222,0.0,0.0455,4,高价值稳定型2
1020,0.7139,0.0041,0.0,0.0189,0.0,0.0,0.2631,0,促销敏感型
1021,0.0,0.0,0.0,0.0505,0.0011,0.0,0.9483,6,类目集中型
1022,0.0448,0.0265,0.0,0.0037,0.0,0.9249,0.0,5,生鲜高频型
1023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
1024,0.0003,0.0009,0.5393,0.0013,0.4469,0.0,0.0113,2,高价值稳定型
1025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1026,0.0431,0.0468,0.1187,0.0809,0.7102,0.0,0.0004,4,高价值稳定型2
1027,0.0,1e-04,0.0,0.9999,0.0,0.0,0.0,3,促销敏感型2
1028,0.1682,0.0527,0.0014,0.2273,0.5499,0.0006,0.0,4,高价值稳定型2
1029,0.0004,0.0058,0.0,0.8963,0.0975,0.0,0.0,3,促销敏感型2
1030,0.0082,0.009,0.4712,0.0032,0.5048,0.0,0.0036,4,高价值稳定型2
1031,0.0006,0.0,0.0009,0.0156,0.7842,0.0,0.1987,4,高价值稳定型2
1032,0.9997,0.0,0.0,0.0003,0.0,0.0,0.0,0,促销敏感型
1033,0.5437,0.2191,0.0017,0.1661,0.0685,0.0,0.0008,0,促销敏感型
1034,0.0005,0.9995,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1035,0.0297,0.0053,1e-04,0.1649,0.7997,0.0,0.0003,4,高价值稳定型2
1036,0.0756,0.0045,0.9194,0.0003,0.0002,0.0,0.0,2,高价值稳定型
1037,0.0015,0.0006,0.001,0.0318,0.9646,0.0,0.0005,4,高价值稳定型2
1038,0.0014,0.0002,0.0,0.0006,0.0,0.9976,0.0002,5,生鲜高频型
1039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1040,0.0613,0.0092,0.0,0.1446,0.781,0.0,0.0039,4,高价值稳定型2
1041,0.003,0.0058,0.4463,0.0034,0.5363,1e-04,0.0051,4,高价值稳定型2
1042,0.0019,0.0052,0.008,0.0183,0.9659,0.0007,0.0,4,高价值稳定型2
1043,0.0324,0.0124,0.9548,0.0002,0.0002,0.0,0.0,2,高价值稳定型
1044,0.0033,0.0039,0.0002,0.1559,0.0509,0.7857,0.0,5,生鲜高频型
1045,0.0095,0.9905,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1046,0.8033,0.17,0.0266,1e-04,0.0,0.0,0.0,0,促销敏感型
1047,0.3895,0.0022,0.0,0.4213,0.1869,0.0,0.0,3,促销敏感型2
1048,0.9982,0.0011,0.0,0.0007,0.0,0.0,0.0,0,促销敏感型
1049,0.0029,0.0194,0.0793,0.0483,0.3441,0.3646,0.1413,5,生鲜高频型
1050,0.0343,0.0047,0.0,0.718,0.2429,0.0,0.0,3,促销敏感型2
1051,0.0,0.0,0.0,0.0271,0.0362,0.0,0.9367,6,类目集中型
1052,0.0104,0.0045,0.0,0.0092,0.0,0.9757,1e-04,5,生鲜高频型
1053,0.0054,0.002,0.6248,0.0055,0.3429,0.0,0.0194,2,高价值稳定型
1054,0.001,0.0034,0.4526,0.003,0.5281,0.0003,0.0115,4,高价值稳定型2
1055,0.2011,0.6911,0.005,0.0998,0.0031,0.0,0.0,1,流失预警型
1056,0.8177,0.1806,0.0002,0.0014,0.0,0.0,0.0002,0,促销敏感型
1057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1058,0.0007,0.0021,0.0851,0.0059,0.9061,0.0,0.0002,4,高价值稳定型2
1059,0.1633,0.0201,0.0002,0.093,0.6932,0.0,0.0303,4,高价值稳定型2
1060,0.9997,0.0,0.0,0.0003,0.0,0.0,0.0,0,促销敏感型
1061,0.0411,0.083,0.5649,0.022,0.2485,0.0223,0.0182,2,高价值稳定型
1062,0.0009,0.0002,0.0,0.5318,0.4669,0.0002,0.0,3,促销敏感型2
1063,0.2371,0.2721,0.4793,0.0114,0.0,0.0,0.0,2,高价值稳定型
1064,0.0532,1e-04,0.9467,0.0,0.0,0.0,0.0,2,高价值稳定型
1065,0.4087,0.3995,0.1695,0.0211,0.0004,0.0,0.0009,0,促销敏感型
1066,0.0114,0.0284,0.0,0.3184,0.0072,0.6301,0.0046,5,生鲜高频型
1067,0.0038,0.0025,0.0,0.2397,0.7528,0.0013,0.0,4,高价值稳定型2
1068,0.0312,0.0061,0.9542,0.0015,0.0066,0.0,0.0004,2,高价值稳定型
1069,0.01,0.0068,0.0015,0.0479,0.9338,0.0,0.0,4,高价值稳定型2
1070,0.0114,0.9857,0.0,0.0029,0.0,0.0,0.0,1,流失预警型
1071,0.0,0.0,0.0,0.9969,0.0031,0.0,0.0,3,促销敏感型2
1072,0.0145,0.0025,1e-04,0.0403,0.003,0.3087,0.6309,6,类目集中型
1073,0.0068,0.0248,0.9682,0.0002,0.0,0.0,0.0,2,高价值稳定型
1074,0.0375,0.0105,0.9485,0.0011,0.002,0.0,0.0003,2,高价值稳定型
1075,0.0177,0.007,0.032,0.1106,0.1229,0.7098,0.0,5,生鲜高频型
1076,0.0013,0.0112,0.0,0.5501,0.0042,0.4333,0.0,3,促销敏感型2
1077,0.3974,0.5467,0.0533,0.0026,0.0,0.0,0.0,1,流失预警型
1078,0.8881,0.0431,0.0034,0.0517,0.0043,0.0,0.0094,0,促销敏感型
1079,1e-04,0.9999,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1080,0.634,0.0044,0.0,0.3616,0.0,0.0,0.0,0,促销敏感型
1081,0.9356,0.0403,0.0233,0.0008,0.0,0.0,0.0,0,促销敏感型
1082,0.5095,0.2939,0.109,0.0759,0.0116,0.0,1e-04,0,促销敏感型
1083,0.0057,0.0,0.992,1e-04,0.0021,0.0,0.0,2,高价值稳定型
1084,0.0039,0.0005,0.0,0.9946,0.0011,0.0,0.0,3,促销敏感型2
1085,0.0,0.0,0.0,0.0002,0.0,0.9998,0.0,5,生鲜高频型
1086,0.0111,0.0002,0.0,0.3102,0.0,0.0,0.6786,6,类目集中型
1087,0.0,0.0,0.0,0.0005,0.0,0.0,0.9995,6,类目集中型
1088,0.002,0.0002,0.0,0.0431,0.0,0.949,0.0056,5,生鲜高频型
1089,0.9997,0.0,0.0,0.0003,0.0,0.0,0.0,0,促销敏感型
1090,0.0013,0.001,0.0,0.0107,0.0,0.9868,0.0002,5,生鲜高频型
1091,0.0339,0.0108,0.012,0.0559,0.8875,0.0,0.0,4,高价值稳定型2
1092,0.0242,0.0644,0.9055,0.0042,0.0,0.0017,0.0,2,高价值稳定型
1093,0.0072,0.0039,0.0098,0.0639,0.4962,0.419,0.0,4,高价值稳定型2
1094,0.9958,0.0016,0.0,0.0024,0.0,0.0,1e-04,0,促销敏感型
1095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,类目集中型
1096,0.0168,0.0007,0.9817,0.0002,0.0006,0.0,0.0,2,高价值稳定型
1097,0.9923,0.0006,0.0071,0.0,0.0,0.0,0.0,0,促销敏感型
1098,0.0611,0.0131,0.0033,0.1469,0.7756,0.0,0.0,4,高价值稳定型2
1099,0.3915,0.303,0.2481,0.0336,0.0219,0.0,0.0019,0,促销敏感型
1100,0.3177,0.0119,0.4839,0.0259,0.1492,0.0,0.0114,2,高价值稳定型
1101,0.02,0.0059,0.0157,0.0307,0.9276,0.0,0.0,4,高价值稳定型2
1102,0.1912,0.7548,1e-04,0.0534,0.0005,0.0,0.0,1,流失预警型
1103,0.0043,0.0006,0.0,0.2867,0.7084,0.0,0.0,4,高价值稳定型2
1104,0.0204,0.0065,0.8639,0.0028,0.1038,0.0,0.0026,2,高价值稳定型
1105,0.0415,0.0038,0.9504,0.0008,0.0035,0.0,1e-04,2,高价值稳定型
1106,0.0077,0.9923,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1107,0.7485,0.246,0.0005,0.0037,0.0,0.0,0.0012,0,促销敏感型
1108,0.0,0.0,0.0,1e-04,0.0,0.0,0.9999,6,类目集中型
1109,0.0253,0.0,0.0,0.937,0.0376,0.0,0.0,3,促销敏感型2
1110,0.0728,1e-04,0.0,0.9271,0.0,0.0,0.0,3,促销敏感型2
1111,0.0048,0.0002,0.0,0.0,0.0,0.995,0.0,5,生鲜高频型
1112,0.0005,0.9992,0.0,0.0003,0.0,0.0,0.0,1,流失预警型
1113,0.0169,0.0044,0.0,0.8595,0.1184,0.0,0.0008,3,促销敏感型2
1114,0.0034,0.0033,0.0002,0.0408,0.9521,0.0,0.0002,4,高价值稳定型2
1115,0.0068,0.0,0.0,0.9924,0.0008,0.0,0.0,3,促销敏感型2
1116,0.0039,0.0284,0.0,0.5605,0.0637,0.3435,0.0,3,促销敏感型2
1117,0.0106,0.0089,0.0027,0.0422,0.0083,0.8827,0.0445,5,生鲜高频型
1118,0.0662,0.6979,0.0004,0.2329,0.0026,0.0,0.0,1,流失预警型
1119,0.0076,0.0,0.9921,0.0,0.0003,0.0,0.0,2,高价值稳定型
1120,0.0106,0.989,0.0,0.0004,0.0,0.0,0.0,1,流失预警型
1121,0.0761,0.0068,0.0,0.286,0.631,0.0,0.0,4,高价值稳定型2
1122,0.0188,0.009,0.9718,0.0002,1e-04,0.0,0.0,2,高价值稳定型
1123,0.0014,0.006,0.4009,0.005,0.5766,0.0034,0.0067,4,高价值稳定型2
1124,0.0094,0.001,0.0,0.9888,0.0009,0.0,0.0,3,促销敏感型2
1125,0.0,0.0,0.0,0.0004,0.0,0.0,0.9996,6,类目集中型
1126,0.009,0.0355,0.0014,0.1133,0.8131,0.0273,0.0004,4,高价值稳定型2
1127,0.0151,0.9849,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1128,0.0038,0.0045,0.0,0.0787,0.018,0.8877,0.0074,5,生鲜高频型
1129,0.0016,1e-04,0.0,0.8929,0.1053,0.0,0.0,3,促销敏感型2
1130,0.0329,1e-04,0.967,0.0,0.0,0.0,0.0,2,高价值稳定型
1131,0.156,0.0756,0.365,0.0617,0.3418,0.0,0.0,2,高价值稳定型
1132,1e-04,0.0009,0.0,0.0168,0.0,0.9822,1e-04,5,生鲜高频型
1133,0.0006,0.0,0.9971,0.0,0.0024,0.0,0.0,2,高价值稳定型
1134,0.9951,0.0027,0.0,0.0009,0.0,0.0,0.0012,0,促销敏感型
1135,0.1962,0.0846,0.593,0.0233,0.1008,0.0,0.0021,2,高价值稳定型
1136,0.0153,0.0015,0.9832,0.0,0.0,0.0,0.0,2,高价值稳定型
1137,0.0008,0.0005,0.0,0.0623,0.924,0.0,0.0124,4,高价值稳定型2
1138,0.0,0.0,0.0,0.0501,1e-04,0.0174,0.9324,6,类目集中型
1139,0.0005,1e-04,0.2517,0.0033,0.7216,0.0,0.0228,4,高价值稳定型2
1140,0.0193,0.0207,0.476,0.0193,0.4333,0.031,0.0004,2,高价值稳定型
1141,0.9692,0.0003,0.0,0.0209,0.0,0.0096,0.0,0,促销敏感型
1142,0.0078,0.004,0.0,0.0163,0.0,0.9719,0.0,5,生鲜高频型
1143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1144,0.0017,0.0099,0.0,0.9274,0.061,0.0,0.0,3,促销敏感型2
1145,0.0003,0.0,0.0,0.0485,0.0,0.0,0.9512,6,类目集中型
1146,0.0013,0.0034,0.0014,0.0779,0.7139,0.202,1e-04,4,高价值稳定型2
1147,0.0006,0.0024,0.0,0.0345,0.0,0.9622,0.0003,5,生鲜高频型
1148,0.9872,0.0011,0.0,1e-04,0.0,0.0115,0.0,0,促销敏感型
1149,0.0049,0.0002,0.0,0.2453,0.0,0.0504,0.6991,6,类目集中型
1150,0.0052,0.0056,0.0029,0.0743,0.8209,0.0911,0.0,4,高价值稳定型2
1151,0.0015,0.0128,0.0,0.9781,0.0016,0.0048,0.0012,3,促销敏感型2
1152,0.0029,0.0373,0.0,0.5688,0.0254,0.3656,0.0,3,促销敏感型2
1153,0.0168,0.0002,0.9792,0.0003,0.0035,0.0,0.0,2,高价值稳定型
1154,0.0,0.0,0.0,0.0006,0.0,0.0,0.9994,6,类目集中型
1155,0.0029,0.0029,0.1188,0.0084,0.8514,0.0,0.0157,4,高价值稳定型2
1156,0.3589,0.1153,0.0,0.4429,1e-04,0.0,0.0829,3,促销敏感型2
1157,0.0034,0.0,0.0,0.9966,0.0,0.0,0.0,3,促销敏感型2
1158,0.001,0.0018,0.0142,0.0432,0.6482,0.0473,0.2444,4,高价值稳定型2
1159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
1160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1161,0.31,0.0186,0.0024,0.1996,0.4695,0.0,0.0,4,高价值稳定型2
1162,0.8662,0.0007,0.0,0.1331,0.0,0.0,0.0,0,促销敏感型
1163,0.5775,0.2815,0.0016,0.1234,0.015,0.0,0.0011,0,促销敏感型
1164,0.0012,0.0015,0.4945,0.0018,0.4931,0.0,0.008,2,高价值稳定型
1165,0.0007,0.0025,0.0,0.0566,0.0,0.9402,0.0,5,生鲜高频型
1166,0.7834,0.2136,0.0,0.0028,0.0,0.0,0.0003,0,促销敏感型
1167,1e-04,0.0003,1e-04,0.0394,0.96,0.0,0.0,4,高价值稳定型2
1168,0.3227,0.0303,0.0,0.0755,0.0002,0.5681,0.0032,5,生鲜高频型
1169,0.0048,0.0008,0.0,0.4684,0.5256,0.0004,0.0,4,高价值稳定型2
1170,0.0016,0.0008,0.751,0.0008,0.2444,0.0,0.0014,2,高价值稳定型
1171,0.0076,0.0058,0.0824,0.0118,0.892,0.0,0.0004,4,高价值稳定型2
1172,0.0102,0.0025,0.0,0.1851,0.8018,0.0,0.0004,4,高价值稳定型2
1173,0.003,0.0044,0.1703,0.0062,0.8139,0.0,0.0022,4,高价值稳定型2
1174,0.0008,1e-04,0.0045,0.007,0.9097,0.0,0.078,4,高价值稳定型2
1175,0.999,0.0009,0.0,1e-04,0.0,0.0,0.0,0,促销敏感型
1176,0.0318,0.0115,0.9566,1e-04,0.0,0.0,0.0,2,高价值稳定型
1177,0.8988,0.1012,0.0,0.0,0.0,0.0,0.0,0,促销敏感型
1178,0.0095,0.0009,0.0,0.0905,0.8978,0.0013,0.0,4,高价值稳定型2
1179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
1180,0.0013,0.001,0.0,0.7257,0.0,0.0,0.2719,3,促销敏感型2
1181,0.074,0.9249,0.0,0.0011,0.0,0.0,0.0,1,流失预警型
1182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1183,0.0002,0.0,0.0,0.9998,0.0,0.0,0.0,3,促销敏感型2
1184,0.0247,0.034,0.0,0.0725,0.0,0.868,0.0008,5,生鲜高频型
1185,1e-04,0.0,0.0525,0.005,0.9359,0.0,0.0064,4,高价值稳定型2
1186,0.2042,0.0219,0.0,0.4119,0.0284,0.3336,0.0,3,促销敏感型2
1187,0.0038,0.0009,0.846,0.0018,0.1441,0.0,0.0033,2,高价值稳定型
1188,0.002,0.0033,0.159,0.0044,0.8303,0.0,0.001,4,高价值稳定型2
1189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
1190,0.005,0.0075,0.5527,0.0057,0.4178,0.001,0.0103,2,高价值稳定型
1191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
1192,0.0075,0.9912,0.0,0.0014,0.0,0.0,0.0,1,流失预警型
1193,0.748,0.0046,0.0,1e-04,0.0,0.2473,0.0,0,促销敏感型
1194,0.0778,0.4632,0.0,0.458,0.0005,0.0005,0.0,1,流失预警型
1195,0.0,0.0,0.0,0.9999,0.0,0.0,0.0,3,促销敏感型2
1196,0.0019,0.002,0.196,0.0055,0.7897,0.0,0.005,4,高价值稳定型2
1197,0.0243,0.8971,0.0,0.0773,0.0,0.0013,0.0,1,流失预警型
1198,0.0,0.0,0.0,0.0079,0.219,0.0,0.773,6,类目集中型
1199,0.0025,0.0011,0.0029,0.0132,0.9753,0.0,0.0049,4,高价值稳定型2
1200,0.0339,0.0082,0.9336,0.0018,0.0219,0.0,0.0006,2,高价值稳定型
1201,0.2086,0.1096,0.6439,0.0153,0.0213,0.0,0.0013,2,高价值稳定型
1202,0.0217,0.0154,0.1034,0.0258,0.8336,0.0,0.0,4,高价值稳定型2
1203,0.8621,0.0259,0.0,0.108,0.004,0.0,0.0,0,促销敏感型
1204,0.0071,0.0024,0.5741,0.0054,0.3976,0.0,0.0134,2,高价值稳定型
1205,0.0521,0.0097,0.0045,0.041,0.8921,0.0004,0.0002,4,高价值稳定型2
1206,0.0075,0.9924,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1208,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0,促销敏感型
1209,0.0608,0.0663,0.7875,0.0162,0.0146,0.0427,0.0119,2,高价值稳定型
1210,0.0272,0.9717,0.0,0.0011,0.0,0.0,0.0,1,流失预警型
1211,0.001,0.0056,0.1898,0.0042,0.7988,0.0,0.0007,4,高价值稳定型2
1212,0.0002,1e-04,0.7326,0.0005,0.2634,0.0,0.0032,2,高价值稳定型
1213,0.1938,0.0015,0.0,0.778,0.0268,0.0,0.0,3,促销敏感型2
1214,0.3621,0.0187,0.0,0.4019,0.2173,0.0,0.0,3,促销敏感型2
1215,0.0751,0.0098,0.915,1e-04,0.0,0.0,0.0,2,高价值稳定型
1216,0.0819,0.033,0.8839,0.0008,0.0004,0.0,0.0,2,高价值稳定型
1217,0.0014,0.0,0.0,0.997,0.0,0.0,0.0016,3,促销敏感型2
1218,0.0,0.0,0.0,0.0015,0.0,0.9984,1e-04,5,生鲜高频型
1219,0.0027,0.0002,0.0,0.7878,0.2092,0.0,0.0,3,促销敏感型2
1220,0.9793,1e-04,0.0,0.0206,0.0,0.0,0.0,0,促销敏感型
1221,0.0075,0.9925,0.0,0.0,0.0,0.0,0.0,1,流失预警型
1222,0.0,0.0,0.0,0.9999,0.0,0.0,0.0,3,促销敏感型2
1223,0.5731,0.4241,0.0,0.0026,0.0,0.0,0.0002,0,促销敏感型
1224,0.0314,0.0002,0.0,0.9618,0.0066,0.0,0.0,3,促销敏感型2
1225,0.0,0.0,0.0,0.0464,0.0,0.0,0.9535,6,类目集中型
1226,1e-04,1e-04,0.802,0.0013,0.1887,0.0,0.0077,2,高价值稳定型
1227,0.0029,0.0074,0.0031,0.0281,0.9585,0.0,0.0,4,高价值稳定型2
1228,0.0028,0.0025,0.5825,0.0021,0.4045,0.0,0.0056,2,高价值稳定型
1229,0.0004,0.0054,0.0,0.8569,0.1373,0.0,0.0,3,促销敏感型2
1230,0.0665,0.0014,0.932,0.0,0.0,0.0,0.0,2,高价值稳定型
1231,0.9452,0.0401,0.0,0.0147,0.0,0.0,0.0,0,促销敏感型
1232,0.0136,0.015,0.146,0.0364,0.6005,0.188,0.0006,4,高价值稳定型2
1233,0.0492,0.0111,0.9397,0.0,0.0,0.0,0.0,2,高价值稳定型
1234,0.0465,0.0465,0.4845,0.0374,0.3681,0.0142,0.0028,2,高价值稳定型
