user_id,R_最近购买间隔,F_购买频次,M_消费金额,记录数,客单价,平均件单价,占比_蔬果,占比_休闲,占比_粮油,占比_日配,占比_洗化,占比_酒饮,占比_肉禽,占比_熟食,类目熵,小类购买数,生鲜占比,促销金额占比,促销频次占比,促销敏感度,低价带占比,高价带占比,偏好价格分位,退货率,复购紧迫度均值,平均复购周期
1913,50,1,33.62,2,33.62,19.5012,0.646,0.0,0.0,0.0,0.354,0.0,0.0,0.0,0.6499,2,0.646,0.354,0.5,0.421,0.354,0.646,0.7436,0.0,0.0,26.0
1914,50,1,27.08,2,27.08,27.08,0.0739,0.0,0.0,0.0,0.0,0.0,0.9261,0.0,0.2635,2,1.0,0.0,0.0,0.0,0.0,1.0,0.8842,0.0,0.0,26.0
1915,44,3,139.92,21,46.64,6.8733,0.464,0.2387,0.228,0.0,0.0,0.0693,0.0,0.0,2.5744,16,0.464,0.0,0.0,0.0,0.2748,0.508,0.6322,0.0,9.0,5.0
1916,50,1,47.26,10,47.26,5.641,0.0,0.8519,0.0,0.1481,0.0,0.0,0.0,0.0,1.6411,6,0.0,0.1248,0.2,0.1593,0.2243,0.5028,0.6004,0.0,0.0,26.0
1917,43,2,56.29,3,28.145,4.0944,0.1295,0.0,0.0,0.8705,0.0,0.0,0.0,0.0,0.4531,3,0.1295,0.8705,0.3333,0.6239,0.0281,0.0,0.4152,0.0,0.0,26.0
1918,50,1,43.3,5,43.3,8.2008,0.1781,0.6674,0.0,0.1545,0.0,0.0,0.0,0.0,1.3178,4,0.1781,0.6674,0.6,0.6365,0.3326,0.4711,0.5127,0.0,0.0,26.0
1919,50,1,47.96,4,47.96,12.0291,0.2004,0.0,0.0813,0.0,0.0,0.0,0.5423,0.176,1.1638,4,0.9187,0.0813,0.25,0.1587,0.6236,0.3764,0.4721,0.0,0.0,26.0
1920,50,1,4.4,1,4.4,7.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.1714,0.0,0.0,26.0
1921,50,1,45.37,6,45.37,3.1856,0.0,0.1168,0.0743,0.8089,0.0,0.0,0.0,0.0,1.1037,5,0.0,0.0,0.0,0.0,0.3306,0.6171,0.5397,0.0,0.0,26.0
1922,36,2,155.19,9,77.595,20.3581,0.0358,0.0,0.0,0.0273,0.8113,0.0,0.0,0.0,1.5483,8,0.0358,0.0,0.0,0.0,0.1028,0.6852,0.8054,0.0,0.0,26.0
1923,50,1,45.57,8,45.57,3.4284,0.2715,0.0,0.1295,0.0,0.5135,0.0,0.0,0.0,1.5011,7,0.2715,0.643,0.5,0.5773,0.1843,0.1218,0.4434,0.0,0.0,26.0
1924,50,1,11.3,2,11.3,18.6469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6922,2,0.0,1.0,1.0,1.0,0.0,1.0,0.9773,0.0,0.0,26.0
1925,50,1,211.4,6,211.4,11.2651,0.4607,0.0,0.0,0.5393,0.0,0.0,0.0,0.0,1.5242,5,0.4607,0.2318,0.1667,0.2019,0.0883,0.6799,0.6579,0.0,0.0,26.0
1926,44,2,54.2,9,27.1,13.4927,0.364,0.0,0.0,0.1827,0.0,0.0,0.453,0.0004,1.6532,7,0.817,0.0,0.0,0.0,0.1958,0.4124,0.6197,0.0,7.3333,6.0
1927,8,9,494.11,44,54.9011,12.7371,0.1923,0.0177,0.0712,0.0418,0.0,0.0,0.448,0.0,1.8998,14,0.8693,0.0843,0.0455,0.0665,0.5814,0.2712,0.4481,0.0,1.4786,8.9028
1928,50,1,37.64,4,37.64,10.8317,0.025,0.3321,0.0,0.3959,0.0,0.0,0.0,0.0,1.1705,4,0.025,0.0,0.0,0.0,0.3571,0.2471,0.603,0.0,0.0,26.0
1929,50,1,39.84,3,39.84,18.0598,0.7013,0.0,0.0,0.2987,0.0,0.0,0.0,0.0,1.0884,3,0.7013,0.0,0.0,0.0,0.0,1.0,0.8719,0.0,0.0,26.0
1930,49,1,35.87,7,35.87,8.5141,0.1157,0.1924,0.0,0.5799,0.0,0.0,0.0,0.1121,1.58,7,0.2272,0.0,0.0,0.0,0.0,0.3044,0.6628,0.0,0.0,26.0
1931,8,3,105.66,7,35.22,8.1913,0.0142,0.0,0.0,0.8811,0.0,0.0,0.0,0.0377,0.8576,6,0.1189,0.5101,0.2857,0.4071,0.0369,0.9631,0.7384,0.0,0.8846,26.0
1932,49,1,19.8,2,19.8,9.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.904,0.5,0.7186,0.096,0.904,0.8356,0.0,0.0,26.0
1933,49,1,33.3,5,33.3,6.66,0.0,0.8108,0.0,0.0,0.0,0.1892,0.0,0.0,1.2234,4,0.0,0.0,0.0,0.0,0.3033,0.5075,0.6413,0.0,0.0,26.0
1934,49,1,141.58,3,141.58,27.2269,0.5409,0.0,0.0,0.4591,0.0,0.0,0.0,0.0,0.912,3,0.5409,0.0,0.0,0.0,0.0,0.9225,0.8274,0.0,0.0,26.0
1935,16,3,63.38,8,21.1267,9.8447,0.0742,0.0,0.8283,0.0975,0.0,0.0,0.0,0.0,1.2275,7,0.0742,0.0,0.0,0.0,0.1125,0.6729,0.7696,0.0,0.4848,33.0
1936,44,2,85.05,11,42.525,6.8633,0.2581,0.1105,0.3857,0.0,0.2457,0.0,0.0,0.0,1.8618,9,0.2581,0.0,0.0,0.0,0.3085,0.3881,0.5606,0.0,0.0,26.0
1937,49,1,33.3,5,33.3,6.66,0.0,0.8108,0.0,0.0,0.0,0.1892,0.0,0.0,1.2234,4,0.0,0.0,0.0,0.0,0.3033,0.5075,0.6413,0.0,0.0,26.0
1938,28,3,151.46,23,50.4867,7.9336,0.1743,0.3486,0.0667,0.1397,0.1921,0.0,0.0,0.0,2.3424,13,0.1743,0.0786,0.0435,0.0625,0.1798,0.439,0.5557,0.0,1.3333,21.0
1939,49,1,74.53,10,74.53,9.9294,0.1574,0.2388,0.114,0.3596,0.1301,0.0,0.0,0.0,2.02,8,0.1574,0.1865,0.1,0.1468,0.1257,0.7602,0.7092,0.0,0.0,26.0
1940,49,1,8.1,2,8.1,4.232,0.0,0.0,0.2346,0.7654,0.0,0.0,0.0,0.0,0.5447,2,0.0,0.2346,0.5,0.3564,0.7654,0.0,0.1262,0.0,0.0,26.0
1941,49,1,20.78,5,20.78,12.1805,0.039,0.961,0.0,0.0,0.0,0.0,0.0,0.0,1.1123,4,0.039,0.0,0.0,0.0,0.039,0.5905,0.7372,0.0,0.0,26.0
1942,17,4,87.31,10,21.8275,10.6281,0.1799,0.0,0.8201,0.0,0.0,0.0,0.0,0.0,1.6113,8,0.1799,0.0435,0.1,0.0694,0.0518,0.3528,0.626,0.0,0.5312,32.0
1943,49,1,53.5,4,53.5,13.375,0.0,0.0,0.0,0.3682,0.6318,0.0,0.0,0.0,1.3394,4,0.0,0.628,0.75,0.684,0.0,0.7402,0.8394,0.0,0.0,26.0
1944,49,1,25.9,1,25.9,25.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,26.0
1945,49,1,62.4,1,62.4,2.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.125,0.0,0.0,26.0
1946,49,1,53.0,1,53.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.0,0.0,26.0
1947,48,1,40.0,4,40.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062,3,0.0,0.0,0.0,0.0,0.0975,0.695,0.694,0.0,0.0,26.0
1948,44,3,41.15,10,13.7167,7.2729,0.3956,0.2416,0.0,0.0,0.0,0.0,0.278,0.0848,1.768,7,0.7584,0.0,0.0,0.0,0.0522,0.7913,0.7879,0.0,0.0,26.0
1949,31,2,141.46,10,70.73,7.3524,0.2893,0.0315,0.0,0.5625,0.0,0.0,0.1167,0.0,1.7012,9,0.4061,0.0315,0.1,0.0629,0.558,0.3291,0.4722,0.0,0.0,26.0
1950,4,9,425.31,53,47.2567,7.992,0.0345,0.5329,0.0792,0.2391,0.0444,0.0602,0.0,0.0096,3.281,37,0.0442,0.1178,0.0943,0.107,0.1233,0.542,0.6668,0.0,1.227,18.7333
1951,48,1,50.9,6,50.9,9.957,0.0,0.279,0.0,0.0,0.2299,0.0,0.0,0.0,1.3321,5,0.0,0.055,0.1667,0.1063,0.1356,0.5462,0.5641,0.0,0.0,26.0
1952,48,1,27.38,5,27.38,5.8231,0.1015,0.0,0.0,0.157,0.252,0.4894,0.0,0.0,1.5371,5,0.1015,0.252,0.2,0.2281,0.3535,0.3287,0.5747,0.0,0.0,26.0
1953,16,5,249.43,15,49.886,11.6971,0.8673,0.0317,0.0484,0.0526,0.0,0.0,0.0,0.0,0.739,9,0.8673,0.0678,0.1333,0.0979,0.0361,0.8402,0.8865,0.0,2.0,8.0
1954,48,1,25.49,5,25.49,5.2589,0.031,0.1334,0.0,0.0,0.7297,0.0,0.0,0.1059,1.3484,5,0.1369,0.0,0.0,0.0,0.1644,0.1059,0.4494,0.0,0.0,26.0
1955,1,6,256.77,42,42.795,8.6624,0.5628,0.153,0.12,0.0221,0.104,0.0,0.0264,0.0,3.005,27,0.5893,0.1238,0.0714,0.0997,0.2561,0.429,0.5919,0.0,0.3583,14.4167
1956,34,2,338.0,8,169.0,46.9379,0.1033,0.0,0.1112,0.0,0.0,0.7278,0.0577,0.0,0.9886,6,0.1609,0.7278,0.125,0.4511,0.0774,0.8492,0.8663,0.0,0.0,26.0
1957,48,1,64.17,7,64.17,10.7958,0.4552,0.2324,0.0,0.0,0.0,0.0,0.3125,0.0,1.6108,7,0.7676,0.0,0.0,0.0,0.1921,0.8079,0.7961,0.0,0.0,26.0
1958,16,4,372.8,27,93.2,5.8059,0.1001,0.1328,0.11,0.4946,0.1014,0.0,0.0,0.0,2.9124,26,0.1001,0.6969,0.4074,0.564,0.0826,0.5949,0.6374,0.0,0.0,26.0
1959,48,1,51.43,6,51.43,6.674,0.8367,0.0,0.0,0.1633,0.0,0.0,0.0,0.0,1.2318,4,0.8367,0.0,0.0,0.0,0.0,0.6994,0.7065,0.0,0.0,26.0
1960,48,1,3.7,1,3.7,3.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.2647,0.0,0.0,26.0
1961,48,1,13.78,3,13.78,10.7154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891,3,0.0,0.0,0.0,0.0,0.0,0.717,0.8776,0.0,0.0,26.0
1962,1,3,155.93,6,51.9767,7.0448,0.0663,0.0,0.481,0.2558,0.0,0.0,0.0,0.0,1.3889,6,0.0663,0.1918,0.1667,0.1802,0.0641,0.9103,0.7685,0.0,0.0,26.0
1963,47,1,36.63,10,36.63,6.9626,0.7625,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,1.6873,7,0.7625,0.0,0.0,0.0,0.3716,0.5856,0.6124,0.0,0.0,26.0
1964,47,1,98.27,11,98.27,4.7542,0.0,0.5919,0.0,0.1537,0.0,0.2544,0.0,0.0,2.0389,10,0.0,0.3653,0.1818,0.2811,0.1191,0.6103,0.6738,0.0,0.0,26.0
1965,47,1,45.4,8,45.4,8.6741,0.2026,0.0,0.0,0.559,0.0,0.0,0.2383,0.0,1.7899,7,0.441,0.0,0.0,0.0,0.1185,0.7297,0.8012,0.0,0.0,26.0
1966,47,1,19.9,6,19.9,7.0467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2319,4,1.0,0.0,0.0,0.0,0.1101,0.7457,0.6356,0.0,0.0,26.0
1967,31,2,86.35,15,43.175,5.6464,0.6595,0.0431,0.0,0.0974,0.0,0.0,0.0,0.2,1.6131,9,0.8591,0.0431,0.0667,0.0539,0.238,0.5891,0.6975,0.0,1.9375,16.0
1968,47,1,87.9,2,87.9,54.8689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097,2,1.0,0.0,0.0,0.0,0.0,1.0,0.9946,0.0,0.0,26.0
1969,36,6,187.4,31,31.2333,8.9043,0.5741,0.2778,0.0,0.1267,0.0,0.0,0.0,0.0213,2.3469,17,0.5955,0.0983,0.0968,0.0976,0.2056,0.7264,0.746,0.0,8.3558,5.2083
1970,1,3,97.7,9,32.5667,4.972,0.0,0.1842,0.0,0.0911,0.0,0.7247,0.0,0.0,1.1292,6,0.0,0.2006,0.2222,0.2105,0.0768,0.8536,0.7363,0.0,46.0,1.0
1971,47,1,114.0,2,114.0,8.7692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6833,2,0.0,0.4298,0.5,0.462,0.0,0.5702,0.583,0.0,0.0,26.0
1972,47,1,56.9,4,56.9,3.1137,0.0,0.2109,0.0,0.7891,0.0,0.0,0.0,0.0,1.2945,4,0.0,0.8102,0.75,0.7826,0.0,1.0,0.835,0.0,0.0,26.0
1973,0,3,186.43,24,62.1433,4.8215,0.1759,0.2457,0.0322,0.368,0.0,0.1443,0.0,0.034,2.4397,20,0.2099,0.3159,0.0417,0.19,0.4515,0.2773,0.4702,0.0,0.0,47.0
1974,47,1,140.7,3,140.7,8.008,0.1116,0.0,0.0,0.8884,0.0,0.0,0.0,0.0,0.9622,3,0.1116,0.0,0.0,0.0,0.4051,0.4833,0.5449,0.0,0.0,26.0
1975,47,1,23.4,4,23.4,5.85,0.0,0.3205,0.0,0.4231,0.0,0.2564,0.0,0.0,1.299,4,0.0,0.4231,0.25,0.3436,0.0,0.8291,0.7477,0.0,0.0,26.0
1976,47,1,76.1,10,76.1,8.9235,0.1209,0.6124,0.0,0.0,0.0,0.0,0.0,0.0,2.0231,9,0.1209,0.0618,0.1,0.0793,0.6242,0.2194,0.4417,0.0,0.0,26.0
1977,47,1,360.1,4,360.1,24.0067,0.0,0.3555,0.0,0.4199,0.0,0.0,0.0,0.0,1.3551,4,0.0,0.0,0.0,0.0,0.0,0.7634,0.8097,0.0,0.0,26.0
1978,17,3,126.22,15,42.0733,8.4825,0.1787,0.3926,0.107,0.0,0.0,0.0,0.0,0.0,2.2951,13,0.1787,0.1307,0.2667,0.1931,0.3478,0.1938,0.4791,0.0,0.0,26.0
1979,19,3,152.88,37,50.96,5.3211,0.3568,0.1681,0.1956,0.1406,0.0,0.0,0.1386,0.0003,2.4895,16,0.4954,0.2132,0.0541,0.1402,0.2414,0.4412,0.5636,0.0,0.812,24.7857
1980,2,3,46.17,12,15.39,5.5613,0.4304,0.0,0.0,0.1235,0.0,0.4462,0.0,0.0,1.7912,8,0.4304,0.0,0.0,0.0,0.2415,0.465,0.5682,0.0,0.08,25.0
1981,19,6,229.21,18,38.2017,13.0122,0.4183,0.0,0.2282,0.1732,0.0,0.0,0.0712,0.0,2.3777,13,0.4895,0.0,0.0,0.0,0.2347,0.3245,0.5689,0.0,5.2381,5.6667
1982,46,1,31.26,5,31.26,12.8642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,3,1.0,0.0,0.0,0.0,0.0,0.7956,0.8684,0.0,0.0,26.0
1983,1,3,107.79,20,35.93,4.8018,0.5486,0.1455,0.0046,0.2086,0.0,0.0928,0.0,0.0,2.2299,14,0.5486,0.0858,0.1,0.0923,0.2657,0.2274,0.5123,0.0,2.5385,13.0
1984,46,1,45.8,2,45.8,22.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6457,2,0.0,1.0,1.0,1.0,0.0,1.0,0.8813,0.0,0.0,26.0
1985,46,1,11.8,1,11.8,11.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.9565,0.0,0.0,26.0
1986,45,1,85.4,7,85.4,3.5583,0.0,0.1897,0.0,0.0,0.0,0.8103,0.0,0.0,1.22,6,0.0,0.0,0.0,0.0,0.034,0.0995,0.4539,0.0,0.0,26.0
1987,6,2,73.87,11,36.935,8.2453,0.1607,0.1164,0.2342,0.2599,0.2288,0.0,0.0,0.0,2.0646,9,0.1607,0.0257,0.0909,0.0556,0.1243,0.6326,0.6748,0.0,0.0,26.0
1988,23,2,123.32,11,61.66,8.2345,0.0,0.0,0.1346,0.3917,0.0,0.3154,0.0,0.1583,2.0079,9,0.0,0.0,0.0,0.0,0.0,0.6894,0.7249,0.0,1.0455,22.0
1989,7,9,790.72,29,87.8578,9.2363,0.0384,0.0714,0.0539,0.1521,0.0,0.6738,0.0,0.0,1.7898,24,0.0384,0.0793,0.069,0.0746,0.0692,0.8846,0.7364,0.0333,2.7576,11.0
1990,7,4,89.09,6,22.2725,19.1715,0.052,0.0,0.6387,0.1493,0.0,0.0,0.1601,0.0,1.0742,6,0.212,0.0,0.0,0.0,0.1934,0.1493,0.5126,0.0,0.0,26.0
1991,23,5,118.71,13,23.742,9.3657,0.2691,0.2145,0.1221,0.0,0.0581,0.0,0.0,0.0,1.8733,10,0.2691,0.6736,0.4615,0.5762,0.245,0.5506,0.6964,0.0,2.2571,12.0
1992,45,1,51.9,3,51.9,17.3,0.0,0.0944,0.0,0.0,0.0,0.0,0.0,0.0,0.8971,3,0.0,0.0,0.0,0.0,0.3141,0.5915,0.536,0.0,0.0,26.0
1993,13,4,161.88,10,40.47,8.5272,0.0188,0.0688,0.1143,0.5516,0.2465,0.0,0.0,0.0,1.4848,9,0.0188,0.3015,0.2,0.2549,0.0062,0.8809,0.8791,0.0,0.0,26.0
1994,45,1,139.2,4,139.2,27.5862,0.0287,0.5991,0.0955,0.0,0.0,0.2766,0.0,0.0,0.9887,4,0.0287,0.5991,0.25,0.4389,0.0955,0.8757,0.8465,0.0,0.0,26.0
1995,45,1,29.29,4,29.29,9.2866,0.3305,0.6695,0.0,0.0,0.0,0.0,0.0,0.0,0.928,4,0.3305,0.0,0.0,0.0,0.1393,0.6695,0.7259,0.0,0.0,26.0
1996,45,1,81.0,4,81.0,6.75,0.0,0.0,0.0765,0.6049,0.3185,0.0,0.0,0.0,0.899,4,0.0,0.0,0.0,0.0,0.0765,0.6049,0.6931,0.0,0.0,26.0
1997,45,1,13.6,1,13.6,6.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,26.0
1998,41,2,115.78,10,57.89,21.8124,0.0609,0.0,0.1339,0.1201,0.0,0.0,0.2874,0.1819,1.8244,9,0.3482,0.0,0.0,0.0,0.0371,0.802,0.8586,0.0,10.25,4.0
1999,45,1,5.0,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6042,0.0,0.0,26.0
2000,31,5,120.75,10,24.15,12.9491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6037,5,1.0,0.0,0.0,0.0,0.0464,0.5525,0.7214,0.0,15.3304,5.625
2001,44,1,63.34,3,63.34,10.3531,0.3874,0.3142,0.0,0.0,0.0,0.0,0.0,0.0,1.092,3,0.3874,0.3142,0.3333,0.323,0.2984,0.3142,0.5696,0.0,0.0,26.0
2002,44,1,12.19,4,12.19,5.9696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.1468,0.4249,0.5711,0.0,0.0,26.0
2003,3,9,472.35,59,52.4833,8.0229,0.2732,0.1205,0.4132,0.05,0.0546,0.0,0.0676,0.0,3.0849,33,0.3153,0.2263,0.0678,0.1536,0.1878,0.5837,0.6844,0.0,5.4141,11.1714
2004,28,4,99.17,16,24.7925,12.4648,0.3931,0.0,0.0,0.0131,0.0,0.0,0.4489,0.0336,2.0984,13,0.9869,0.0,0.0,0.0,0.0391,0.4445,0.6116,0.0,3.5,8.0
2005,3,5,207.6,31,41.52,6.2395,0.0,0.4981,0.0853,0.0193,0.1585,0.0901,0.0,0.0,2.6533,18,0.0,0.0621,0.0645,0.0632,0.2818,0.4644,0.6016,0.0,0.5204,21.1
2006,44,1,13.63,2,13.63,7.2346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6905,2,1.0,0.0,0.0,0.0,0.0,0.4637,0.6325,0.0,0.0,26.0
2007,39,3,68.92,7,22.9733,11.7591,0.8781,0.0,0.0421,0.0798,0.0,0.0,0.0,0.0,1.6018,7,0.8781,0.0798,0.1429,0.1087,0.1634,0.6806,0.7327,0.0,0.0,26.0
2008,15,4,131.05,15,32.7625,7.6646,0.0027,0.4754,0.0,0.3258,0.0,0.1656,0.0,0.0,2.2975,13,0.0027,0.2739,0.3333,0.3012,0.0332,0.7333,0.7323,0.0,0.0,26.0
2009,44,1,10.5,2,10.5,5.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5983,2,0.0,0.0,0.0,0.0,0.7143,0.0,0.3357,0.0,0.0,26.0
2010,43,1,27.56,6,27.56,3.7476,0.2199,0.635,0.0,0.0,0.0,0.0,0.0,0.1451,1.5474,6,0.365,0.4935,0.3333,0.42,0.0544,0.8041,0.7877,0.0,0.0,26.0
2011,43,1,16.96,4,16.96,8.9263,0.4328,0.5672,0.0,0.0,0.0,0.0,0.0,0.0,1.2835,4,0.4328,0.5672,0.75,0.6511,0.6993,0.3007,0.3401,0.0,0.0,26.0
2012,15,2,125.53,8,62.765,11.206,0.4737,0.0,0.188,0.0,0.0,0.0,0.3383,0.0,1.4578,5,0.812,0.0,0.0,0.0,0.1021,0.6252,0.7354,0.0,0.0,26.0
2013,10,3,71.0,12,23.6667,8.3835,0.3815,0.169,0.1197,0.0761,0.0648,0.0,0.0,0.0,2.2118,12,0.5704,0.2668,0.3333,0.2973,0.2417,0.6201,0.6569,0.0,0.0,26.0
2014,43,1,39.1,3,39.1,3.0077,0.0,0.3453,0.0,0.0,0.0,0.6547,0.0,0.0,1.0511,3,0.0,0.0,0.0,0.0,0.6547,0.0,0.2221,0.0,0.0,26.0
2016,43,1,83.31,4,83.31,25.8646,0.0811,0.0,0.0,0.0,0.0,0.0,0.9189,0.0,1.1245,4,1.0,0.0,0.0,0.0,0.1246,0.6451,0.7261,0.0,0.0,26.0
2017,41,2,110.24,13,55.12,7.2785,0.8422,0.0,0.049,0.1089,0.0,0.0,0.0,0.0,1.7436,10,0.8422,0.0,0.0,0.0,0.153,0.7033,0.7897,0.0,20.5,2.0
2018,36,2,36.66,5,18.33,8.8551,0.2008,0.0791,0.0955,0.2848,0.0,0.0,0.3399,0.0,1.4718,5,0.5406,0.1746,0.4,0.278,0.3803,0.419,0.5751,0.0,0.0,26.0
2019,2,4,160.89,16,40.2225,6.7386,0.4565,0.1992,0.0491,0.0609,0.0,0.1703,0.0,0.0,2.4042,13,0.4565,0.1038,0.1875,0.1422,0.1167,0.5706,0.6724,0.0,6.1667,6.0
2020,20,4,33.12,10,8.28,6.3656,0.1839,0.5202,0.2959,0.0,0.0,0.0,0.0,0.0,1.6216,6,0.1839,0.5202,0.5,0.5109,0.3342,0.5202,0.5797,0.0,6.0476,6.25
2021,43,1,40.86,8,40.86,9.7032,0.8842,0.0,0.0,0.1158,0.0,0.0,0.0,0.0,1.5161,6,0.8842,0.0,0.0,0.0,0.0362,0.6647,0.7827,0.1111,0.0,26.0
2022,17,3,89.05,15,29.6833,3.7465,0.1444,0.0359,0.4638,0.0908,0.265,0.0,0.0,0.0,1.9013,11,0.1444,0.7221,0.4667,0.6048,0.6883,0.0337,0.2546,0.0,6.9936,14.5
2023,43,1,16.32,4,16.32,7.3217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9662,3,1.0,0.0,0.0,0.0,0.117,0.6005,0.5651,0.0,0.0,26.0
2024,43,1,28.42,6,28.42,6.7522,0.152,0.0,0.6158,0.2322,0.0,0.0,0.0,0.0,1.4517,5,0.152,0.0,0.0,0.0,0.5785,0.3448,0.4383,0.0,0.0,26.0
2025,23,2,211.69,13,105.845,19.109,0.4615,0.0392,0.3817,0.0,0.0,0.0,0.0,0.0,1.5877,11,0.4615,0.36,0.1538,0.2654,0.0581,0.837,0.844,0.0,1.15,20.0
2026,24,2,76.82,11,38.41,7.3922,0.0315,0.1432,0.1172,0.1294,0.4712,0.0,0.1075,0.0,2.057,9,0.139,0.276,0.1818,0.2328,0.479,0.22,0.4134,0.0,0.0,26.0
2027,43,1,106.48,11,106.48,3.781,0.3734,0.0,0.589,0.0,0.0,0.0,0.0,0.0376,1.7369,10,0.411,0.0,0.0,0.0,0.1496,0.6978,0.6186,0.0,0.0,26.0
2028,43,1,20.7,3,20.7,6.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.045,3,0.0,0.8116,0.6667,0.7451,0.1884,0.43,0.6203,0.0,0.0,26.0
2029,43,1,93.78,5,93.78,3.9291,0.0,0.1045,0.0821,0.4265,0.0,0.0,0.3869,0.0,1.229,5,0.3869,0.1045,0.2,0.1483,0.4671,0.4914,0.6129,0.0,0.0,26.0
2030,43,1,23.09,4,23.09,5.7696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991,3,1.0,0.0,0.0,0.0,0.1732,0.0,0.3821,0.0,0.0,26.0
2031,43,1,21.2,2,21.2,10.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6802,2,0.0,0.0,0.0,0.0,0.0,1.0,0.916,0.0,0.0,26.0
2032,43,1,32.53,4,32.53,15.6019,0.7387,0.2613,0.0,0.0,0.0,0.0,0.0,0.0,1.0825,3,0.7387,0.2613,0.25,0.2561,0.1082,0.4076,0.7062,0.0,0.0,26.0
2033,43,1,29.4,6,29.4,4.1362,0.0,0.1633,0.0,0.5884,0.0,0.2483,0.0,0.0,1.2599,5,0.0,0.0646,0.1667,0.1115,0.1599,0.4184,0.6012,0.0,0.0,26.0
2034,43,1,92.14,6,92.14,19.7133,0.5977,0.0606,0.0,0.0,0.0,0.0,0.1093,0.0,1.2759,5,0.9394,0.0,0.0,0.0,0.0708,0.9292,0.8345,0.0,0.0,26.0
2035,43,1,17.8,2,17.8,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6931,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5902,0.0,0.0,26.0
2036,4,5,185.41,17,37.082,17.0148,0.3924,0.3662,0.0,0.1577,0.0,0.0,0.0837,0.0,1.8449,10,0.4761,0.075,0.0588,0.0676,0.0312,0.6093,0.7184,0.0,2.6257,10.8333
2037,13,5,61.29,12,12.258,8.1731,0.2005,0.0,0.2088,0.0,0.0,0.0,0.5906,0.0,1.338,7,0.7912,0.0,0.0,0.0,0.0752,0.6645,0.7211,0.0,1.7754,13.3333
2038,43,1,55.0,1,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,26.0
2039,43,1,21.3,2,21.3,10.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.5117,0.6724,0.0,0.0,26.0
2040,43,1,42.8,2,42.8,30.7914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888,2,1.0,0.0,0.0,0.0,0.0,1.0,0.9444,0.0,0.0,26.0
2041,42,1,48.67,7,48.67,10.4263,0.0,0.4494,0.1829,0.3061,0.0,0.0,0.0,0.0,1.5976,6,0.3061,0.0,0.0,0.0,0.1321,0.4796,0.6548,0.0,0.0,26.0
